"","pop90","blackpop_pct1990","college_pct","hs_pct","unemp","income","poverty","home","black","blackTurnout"
"129",5429,0.200589433,0.032249019,0.291082442,0.129999995,16326,0.340000004,0,0,36.35144043
"130",5429,0.200589433,0.032249019,0.291082442,0.129999995,16326,0.340000004,0,1,23.37662315
"131",5429,0.200589433,0.032249019,0.291082442,0.129999995,16326,0.340000004,0,0,20.48693657
"132",182,0.016483517,0.10569106,0.439024389,0.100000001,13438,0.159999996,0,0,60.83333206
"133",182,0.016483517,0.10569106,0.439024389,0.100000001,13438,0.159999996,0,0,45.45454407
"134",182,0.016483517,0.10569106,0.439024389,0.100000001,13438,0.159999996,0,0,40.86021423
"135",607,0.257001638,0.040669855,0.318181813,0.109999999,12500,0.319999993,0,0,76.28205109
"136",607,0.257001638,0.040669855,0.318181813,0.109999999,12500,0.319999993,0,0,57.54190063
"137",607,0.257001638,0.040669855,0.318181813,0.109999999,12500,0.319999993,0,0,41.80791092
"138",972,0.469135791,0.044285715,0.171428576,0.189999998,12232,0.479999989,0,1,72.70114899
"139",972,0.469135791,0.044285715,0.171428576,0.189999998,12232,0.479999989,0,1,59.94550323
"140",972,0.469135791,0.044285715,0.171428576,0.189999998,12232,0.479999989,0,1,48.70317078
"141",972,0.469135791,0.044285715,0.171428576,0.189999998,12232,0.479999989,0,1,49.57020187
"142",544,0.088235296,0.062972292,0.395466,0.059999999,23958,0.119999997,0,0,62.5
"143",544,0.088235296,0.062972292,0.395466,0.059999999,23958,0.119999997,0,0,40.79602051
"144",544,0.088235296,0.062972292,0.395466,0.059999999,23958,0.119999997,0,0,35.7142868
"145",4677,0.166559756,0.034876347,0.269181997,0.109999999,12152,0.379999995,0,0,53.63784409
"146",4677,0.166559756,0.034876347,0.269181997,0.109999999,12152,0.379999995,0,0,55.24085999
"147",4677,0.166559756,0.034876347,0.269181997,0.109999999,12152,0.379999995,0,0,48.53249359
"148",4677,0.166559756,0.034876347,0.269181997,0.109999999,12152,0.379999995,0,0,47.94651413
"149",4677,0.166559756,0.034876347,0.269181997,0.109999999,12152,0.379999995,0,0,43.37748337
"150",580,0.474137932,0.040935673,0.269005835,0.140000001,8653,0.569999993,0,1,64.375
"151",580,0.474137932,0.040935673,0.269005835,0.140000001,8653,0.569999993,0,1,63.67041016
"152",580,0.474137932,0.040935673,0.269005835,0.140000001,8653,0.569999993,0,1,68.58107758
"153",580,0.474137932,0.040935673,0.269005835,0.140000001,8653,0.569999993,0,1,67.0138855
"154",580,0.474137932,0.040935673,0.269005835,0.140000001,8653,0.569999993,0,1,64.17910767
"155",661,0.170953095,0.039215688,0.368191719,0.129999995,12279,0.379999995,0,0,72.8155365
"156",661,0.170953095,0.039215688,0.368191719,0.129999995,12279,0.379999995,0,0,55.78947449
"157",661,0.170953095,0.039215688,0.368191719,0.129999995,12279,0.379999995,0,0,66.33663177
"158",661,0.170953095,0.039215688,0.368191719,0.129999995,12279,0.379999995,0,0,24
"159",920,0.431521744,0.017571885,0.246006384,0.289999992,6931,0.579999983,0,1,75.63452148
"160",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,0,52.88748169
"161",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,0,43.87099838
"162",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,0,51.25698471
"163",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,1,37.90664673
"164",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,1,47.2954216
"165",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,1,54.78723526
"166",1715,0.451311946,0.061591104,0.2917023,0.180000007,11716,0.449999988,0,0,21.38442612
"167",1715,0.451311946,0.061591104,0.2917023,0.180000007,11716,0.449999988,0,0,47.32510376
"168",1715,0.451311946,0.061591104,0.2917023,0.180000007,11716,0.449999988,0,1,32.00398636
"169",390,0.253846169,0.016806724,0.273109257,0.159999996,11827,0.49000001,0,0,60.46315002
"170",390,0.253846169,0.016806724,0.273109257,0.159999996,11827,0.49000001,0,0,40
"171",390,0.253846169,0.016806724,0.273109257,0.159999996,11827,0.49000001,0,0,32.27091599
"172",359,0.272980511,0.128027678,0.148788929,0.119999997,14219,0.230000004,0,0,36.47058868
"173",434,0.050691243,0.029090909,0.389090896,0.129999995,15750,0.340000004,0,0,92.85713959
"174",434,0.050691243,0.029090909,0.389090896,0.129999995,15750,0.340000004,0,0,41.17647171
"175",2600,0.370384604,0.042542286,0.221424907,0.180000007,9758,0.469999999,0,0,75.57603455
"176",2600,0.370384604,0.042542286,0.221424907,0.180000007,9758,0.469999999,0,0,52.63330078
"177",2600,0.370384604,0.042542286,0.221424907,0.180000007,9758,0.469999999,0,0,59.7701149
"178",2600,0.370384604,0.042542286,0.221424907,0.180000007,9758,0.469999999,0,0,54.27135849
"179",2600,0.370384604,0.042542286,0.221424907,0.180000007,9758,0.469999999,0,0,56.98113251
"180",1130,0.210619465,0.025445292,0.316793889,0.150000006,12989,0.340000004,0,0,43.68421173
"181",1130,0.210619465,0.025445292,0.316793889,0.150000006,12989,0.340000004,0,0,49.29077911
"182",1130,0.210619465,0.025445292,0.316793889,0.150000006,12989,0.340000004,0,0,46.99646759
"183",1130,0.210619465,0.025445292,0.316793889,0.150000006,12989,0.340000004,0,1,44.32989502
"184",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,0,42.43074036
"185",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,1,64.87820435
"186",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,1,67.91110992
"187",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,0,48.72483063
"188",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,0,56.5116272
"189",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,1,58.24847412
"190",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,1,66.16294098
"191",7691,0.130282149,0.150149584,0.210919976,0.090000004,25970,0.219999999,1,0,48.26861191
"192",7691,0.130282149,0.150149584,0.210919976,0.090000004,25970,0.219999999,1,0,37.29453278
"193",7691,0.130282149,0.150149584,0.210919976,0.090000004,25970,0.219999999,1,0,49.06997299
"194",7691,0.130282149,0.150149584,0.210919976,0.090000004,25970,0.219999999,1,0,43.32130051
"195",7691,0.130282149,0.150149584,0.210919976,0.090000004,25970,0.219999999,1,0,36.23623657
"196",14010,0.190935045,0.065539986,0.248866454,0.109999999,13804,0.349999994,0,1,43.70549393
"197",14010,0.190935045,0.065539986,0.248866454,0.109999999,13804,0.349999994,0,1,53.1436615
"198",14010,0.190935045,0.065539986,0.248866454,0.109999999,13804,0.349999994,0,0,32.60437393
"199",14010,0.190935045,0.065539986,0.248866454,0.109999999,13804,0.349999994,0,1,47.53652573
"200",14010,0.190935045,0.065539986,0.248866454,0.109999999,13804,0.349999994,0,0,32.9466362
"201",1642,0.4859927,0.020318022,0.227915198,0.200000003,10986,0.430000007,0,1,75.2960434
"202",1642,0.4859927,0.020318022,0.227915198,0.200000003,10986,0.430000007,0,1,76.65857697
"203",1642,0.4859927,0.020318022,0.227915198,0.200000003,10986,0.430000007,0,1,49.12536621
"204",1642,0.4859927,0.020318022,0.227915198,0.200000003,10986,0.430000007,0,1,44.86803436
"205",1642,0.4859927,0.020318022,0.227915198,0.200000003,10986,0.430000007,0,1,39.76109314
"206",1984,0.105846778,0.045128942,0.325931221,0.079999998,17875,0.239999995,0,0,33.33333206
"207",1984,0.105846778,0.045128942,0.325931221,0.079999998,17875,0.239999995,0,0,100
"208",1984,0.105846778,0.045128942,0.325931221,0.079999998,17875,0.239999995,0,0,60
"209",1984,0.105846778,0.045128942,0.325931221,0.079999998,17875,0.239999995,0,0,33.33333206
"210",1984,0.105846778,0.045128942,0.325931221,0.079999998,17875,0.239999995,0,1,100
"211",3169,0.288419068,0.072450802,0.196779966,0.090000004,16702,0.310000002,0,1,36.5417366
"212",3169,0.288419068,0.072450802,0.196779966,0.090000004,16702,0.310000002,0,1,46.30769348
"213",3169,0.288419068,0.072450802,0.196779966,0.090000004,16702,0.310000002,0,1,42.09919357
"214",3169,0.288419068,0.072450802,0.196779966,0.090000004,16702,0.310000002,0,1,42.52548218
"215",214,0.014018691,0,0.25,0.079999998,11705,0.330000013,0,0,60
"216",214,0.014018691,0,0.25,0.079999998,11705,0.330000013,0,0,60
"217",214,0.014018691,0,0.25,0.079999998,11705,0.330000013,0,0,33.33333206
"218",8381,0.09235175,0.062113933,0.295126975,0.079999998,25087,0.150000006,0,0,54.45094681
"219",8381,0.09235175,0.062113933,0.295126975,0.079999998,25087,0.150000006,0,0,45.47520447
"220",8381,0.09235175,0.062113933,0.295126975,0.079999998,25087,0.150000006,0,0,40.54758835
"221",8381,0.09235175,0.062113933,0.295126975,0.079999998,25087,0.150000006,0,0,38.98550797
"222",3474,0.121761657,0.044660982,0.400324821,0.129999995,14643,0.319999993,1,0,60.90659332
"223",3474,0.121761657,0.044660982,0.400324821,0.129999995,14643,0.319999993,1,0,45
"224",3474,0.121761657,0.044660982,0.400324821,0.129999995,14643,0.319999993,1,0,33.48729706
"225",3474,0.121761657,0.044660982,0.400324821,0.129999995,14643,0.319999993,1,0,23.09416962
"226",9865,0.228281811,0.129818931,0.291325927,0.100000001,24891,0.209999993,1,0,0
"227",9865,0.228281811,0.129818931,0.291325927,0.100000001,24891,0.209999993,1,1,42.28830719
"228",345,0.046376813,0.02734375,0.28515625,0.150000006,18417,0.150000006,0,0,0
"229",345,0.046376813,0.02734375,0.28515625,0.150000006,18417,0.150000006,0,0,33.33333206
"230",345,0.046376813,0.02734375,0.28515625,0.150000006,18417,0.150000006,0,0,21.32132149
"231",345,0.046376813,0.02734375,0.28515625,0.150000006,18417,0.150000006,0,0,26.04548836
"232",344,0.218023255,0.059071731,0.35864979,0.100000001,19375,0.330000013,0,0,48.68421173
"233",344,0.218023255,0.059071731,0.35864979,0.100000001,19375,0.330000013,0,0,49.29577637
"234",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,58.23107529
"235",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,51.76726151
"236",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,61.41783905
"237",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,48.23703766
"238",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,49.23845673
"239",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,51.26948929
"240",886,0.136568844,0.031301484,0.329489291,0.100000001,15694,0.280000001,0,0,80.64516449
"241",886,0.136568844,0.031301484,0.329489291,0.100000001,15694,0.280000001,0,0,45.55555725
"242",886,0.136568844,0.031301484,0.329489291,0.100000001,15694,0.280000001,0,0,45.55555725
"243",871,0.177956372,0.076298699,0.295454532,0.119999997,15875,0.330000013,0,0,33.62068939
"244",871,0.177956372,0.076298699,0.295454532,0.119999997,15875,0.330000013,0,0,29.37063026
"245",871,0.177956372,0.076298699,0.295454532,0.119999997,15875,0.330000013,0,1,42.24806213
"246",240,0.029166667,0.023809524,0.505952358,0.109999999,28125,0.129999995,0,0,75
"247",240,0.029166667,0.023809524,0.505952358,0.109999999,28125,0.129999995,0,0,90
"248",1438,0.175243393,0.015723271,0.264150947,0.200000003,10699,0.409999996,0,0,82.53588867
"249",1438,0.175243393,0.015723271,0.264150947,0.200000003,10699,0.409999996,0,0,66.66666412
"250",1438,0.175243393,0.015723271,0.264150947,0.200000003,10699,0.409999996,0,0,66.82926941
"251",1438,0.175243393,0.015723271,0.264150947,0.200000003,10699,0.409999996,0,0,50.90909195
"252",1438,0.175243393,0.015723271,0.264150947,0.200000003,10699,0.409999996,0,0,53.38983154
"253",427,0.590163946,0.057034221,0.258555144,0.189999998,12361,0.400000006,0,1,58.67768478
"254",427,0.590163946,0.057034221,0.258555144,0.189999998,12361,0.400000006,0,1,62.14953232
"255",427,0.590163946,0.057034221,0.258555144,0.189999998,12361,0.400000006,0,1,56.99481964
"256",433,0.043879908,0.102473497,0.346289754,0.059999999,21346,0.219999999,0,0,36.20689774
"257",433,0.043879908,0.102473497,0.346289754,0.059999999,21346,0.219999999,0,0,63.15789413
"258",433,0.043879908,0.102473497,0.346289754,0.059999999,21346,0.219999999,0,0,29.41176414
"259",1277,0.266249031,0.030303031,0.310886651,0.100000001,14053,0.370000005,0,0,73.30379486
"260",1277,0.266249031,0.030303031,0.310886651,0.100000001,14053,0.370000005,0,0,63.29479599
"261",1277,0.266249031,0.030303031,0.310886651,0.100000001,14053,0.370000005,0,0,50
"262",1277,0.266249031,0.030303031,0.310886651,0.100000001,14053,0.370000005,0,0,58.8571434
"263",1277,0.266249031,0.030303031,0.310886651,0.100000001,14053,0.370000005,0,0,54.95495605
"264",540,0.211111113,0.019607844,0.30252102,0.189999998,12750,0.360000014,0,0,70.10309601
"265",540,0.211111113,0.019607844,0.30252102,0.189999998,12750,0.360000014,0,0,56.60377502
"266",540,0.211111113,0.019607844,0.30252102,0.189999998,12750,0.360000014,0,0,55.63909912
"267",540,0.211111113,0.019607844,0.30252102,0.189999998,12750,0.360000014,0,0,37.68115997
"268",540,0.211111113,0.019607844,0.30252102,0.189999998,12750,0.360000014,0,0,49.67741776
"269",540,0.211111113,0.019607844,0.30252102,0.189999998,12750,0.360000014,0,0,38.09523773
"270",2428,0.041186161,0.05628949,0.282021821,0.07,15902,0.280000001,0,0,67.30032349
"271",2428,0.041186161,0.05628949,0.282021821,0.07,15902,0.280000001,0,0,40.53894806
"272",2428,0.041186161,0.05628949,0.282021821,0.07,15902,0.280000001,0,0,55.26315689
"273",177,0,0.014705882,0.367647052,0.090000004,14464,0.219999999,0,0,0
"274",177,0,0.014705882,0.367647052,0.090000004,14464,0.219999999,0,0,0
"275",731,0.027359782,0.10633947,0.237218812,0.090000004,17250,0.289999992,0,0,26.66666603
"276",11150,0.16286996,0.056942794,0.258554637,0.140000001,14874,0.379999995,0,0,75.15627289
"277",11150,0.16286996,0.056942794,0.258554637,0.140000001,14874,0.379999995,0,0,52.95331955
"278",11150,0.16286996,0.056942794,0.258554637,0.140000001,14874,0.379999995,0,0,53.03292847
"279",11150,0.16286996,0.056942794,0.258554637,0.140000001,14874,0.379999995,0,0,41.46341324
"280",11150,0.16286996,0.056942794,0.258554637,0.140000001,14874,0.379999995,0,0,46.44742203
"281",11150,0.16286996,0.056942794,0.258554637,0.140000001,14874,0.379999995,0,0,3.46372366
"282",297,0.24242425,0.083333336,0.24509804,0.219999999,16518,0.389999986,0,0,40.90909195
"283",3334,0.327534497,0.072421052,0.281263173,0.129999995,13175,0.349999994,0,1,62.1571579
"284",3334,0.327534497,0.072421052,0.281263173,0.129999995,13175,0.349999994,0,1,65.47618866
"285",3334,0.327534497,0.072421052,0.281263173,0.129999995,13175,0.349999994,0,1,52.779953
"286",3334,0.327534497,0.072421052,0.281263173,0.129999995,13175,0.349999994,0,1,35.83877945
"287",3334,0.327534497,0.072421052,0.281263173,0.129999995,13175,0.349999994,0,1,47.53126907
"288",259,0.216216221,0.03763441,0.360215068,0.140000001,16071,0.239999995,0,1,58.72093201
"289",259,0.216216221,0.03763441,0.360215068,0.140000001,16071,0.239999995,0,1,55.46875
"290",4108,0.409444988,0.052807733,0.231312752,0.180000007,9753,0.519999981,0,1,63.33182526
